Age,Education Level,Internet Connection,Marital Status,Num Bathrooms,Num Bedrooms,Num Cars,Num Children,Num TVs,PPV Freq,Prerec Buying Freq,Prerec Format,Prerec Renting Freq,Prerec Viewing Freq,Theater Freq,TV Movie Freq,TV Signal,Home Ownership,Female,Male
33,2,1,1,2.5,5,2,0,2,2,2,1,2,1,1,4,3,Own,0,1
35,2,5,1,2.5,4,2,2,2,3,1,1,2,2,1,2,3,Own,0,1
30,4,4,2,1.0,2,2,0,2,2,3,1,2,1,2,5,2,Rent,0,1
33,4,1,1,2.5,4,2,0,2,1,1,1,2,1,3,2,3,Own,1,0
34,3,0,1,2.5,4,2,2,2,1,2,1,2,1,2,4,2,Own,1,0
38,2,1,2,1.0,1,0,0,1,2,1,1,3,2,1,4,2,Rent,0,1
26,2,2,2,1.0,1,0,0,1,2,2,4,3,2,1,2,1,Rent,0,1
28,2,1,1,2.5,3,1,0,1,1,3,1,2,2,1,4,3,Own,0,1
42,2,1,1,2.5,4,2,2,2,3,2,4,3,4,2,3,2,Rent,0,1
29,3,2,2,2.0,2,1,0,1,1,2,1,3,2,1,4,3,Rent,1,0
29,2,1,2,1.0,2,1,0,1,2,1,1,3,2,1,4,2,Rent,0,1
26,2,1,1,2.5,3,3,0,3,2,2,1,3,2,2,1,2,Rent,0,1
24,2,1,2,1.0,1,1,0,1,1,2,1,3,2,1,5,4,Rent,0,1
29,2,1,1,3.0,3,2,0,3,2,1,1,3,2,2,4,2,Own,0,1
33,2,2,1,2.5,4,2,2,2,2,2,1,3,2,2,4,2,Own,0,1
32,3,0,2,1.0,2,1,0,1,1,2,4,3,2,1,1,2,Rent,1,0
44,5,0,1,2.5,3,2,1,2,2,1,1,4,2,2,1,2,Own,0,1
25,2,0,2,2.0,3,1,0,1,2,1,1,1,2,2,2,2,Rent,0,1
27,2,0,2,2.0,2,2,0,2,2,2,1,1,3,1,1,2,Own,0,1
30,3,1,1,2.0,2,1,2,1,2,2,1,3,2,2,3,2,Rent,1,0
27,9,0,1,2.5,2,1,0,2,2,3,1,4,3,2,2,1,Own,0,1
24,8,1,1,0.5,1,1,0,3,2,2,1,3,4,3,4,1,Rent,0,1
38,1,1,2,3.5,4,2,0,2,1,2,1,2,1,3,1,2,Own,1,0
24,3,1,2,2.0,2,1,0,1,2,2,1,2,2,1,1,1,Rent,1,0
30,2,0,1,2.5,4,2,3,1,3,2,1,3,2,1,3,2,Own,0,1
30,2,1,1,1.5,3,2,0,3,2,2,1,3,2,1,5,2,Own,0,1
37,2,1,2,2.0,2,1,0,2,2,2,1,2,2,1,2,2,Own,1,0
32,2,1,2,2.0,2,1,0,1,2,3,1,3,2,2,3,2,Rent,0,1
23,3,0,2,1.0,2,1,0,1,2,2,1,2,2,3,4,2,Rent,0,1
40,4,0,0,2.5,3,2,0,2,1,2,1,2,1,2,4,1,Rent,1,0
26,3,1,1,1.0,1,1,0,2,3,3,1,2,2,2,2,2,Rent,1,0
48,2,1,1,1.0,3,2,2,4,1,1,1,2,2,2,2,3,Own,0,1
35,3,2,1,3.0,5,2,1,2,2,2,1,3,2,2,5,2,Own,1,0
27,2,2,1,2.0,3,2,0,1,2,1,1,3,2,1,2,2,Own,0,1
43,2,2,1,3.0,3,2,1,2,1,2,4,3,2,2,4,2,Own,0,1
38,2,2,1,3.5,4,3,1,2,1,1,1,2,1,1,2,2,Own,0,1
28,2,4,1,1.0,2,2,0,2,2,1,1,2,1,1,2,2,Rent,0,1
35,3,2,2,1.0,1,1,0,1,3,2,4,1,3,1,2,2,Rent,0,1
41,3,5,0,2.0,3,1,0,0,2,3,1,1,3,2,4,4,Own,1,0
55,1,2,1,2.5,4,3,1,3,2,2,1,3,2,2,2,2,Own,0,1
23,2,0,2,2.0,2,1,0,2,1,1,1,3,4,2,3,2,Rent,0,1
22,2,0,2,2.0,2,1,0,2,2,3,1,3,2,2,3,3,Rent,0,1
22,5,1,2,1.0,1,1,0,1,3,1,1,3,2,1,2,3,Rent,0,1
34,2,1,1,2.5,2,2,0,1,1,2,1,3,2,1,1,3,Own,1,0
35,2,0,2,1.0,3,1,0,2,2,1,1,2,2,1,2,2,Own,0,1
22,2,1,2,1.0,1,1,0,1,2,2,1,2,1,1,4,2,Rent,0,1
32,2,1,1,2.0,2,1,2,1,4,1,1,2,2,1,3,2,Rent,0,1
47,3,2,1,4.5,5,3,2,3,2,1,1,3,2,2,4,2,Own,1,0
33,3,1,1,2.5,3,1,1,2,5,4,1,3,2,2,1,1,Rent,0,1
32,2,2,2,1.5,2,1,0,3,1,1,1,1,2,2,2,3,Own,1,0
25,2,1,2,1.0,1,1,0,0,2,3,1,1,3,1,2,4,Rent,0,1
37,3,1,2,3.0,3,1,0,2,3,1,1,1,2,2,4,2,Own,1,0
27,2,2,2,1.0,2,1,0,2,2,2,1,1,3,1,4,2,Rent,1,0
48,3,2,1,3.5,3,1,0,2,2,3,1,1,3,2,5,2,Own,0,1
38,3,1,1,2.5,4,2,0,1,2,2,1,3,2,1,4,3,Own,1,0
33,2,0,1,2.0,4,2,0,1,2,3,1,3,2,1,5,2,Own,1,0
30,2,0,2,1.0,1,1,0,1,2,2,1,3,1,1,4,2,Own,1,0
37,2,1,1,2.5,4,2,2,2,2,2,1,3,2,1,2,2,Own,0,1
30,3,1,2,2.0,2,1,0,1,3,2,4,3,4,1,3,2,Rent,0,1
42,2,2,2,1.0,1,1,0,1,2,3,4,1,1,3,4,2,Rent,1,0
57,1,0,1,2.0,2,2,2,4,2,2,4,1,3,1,2,2,Own,0,1
36,4,2,2,2.5,3,1,0,2,1,4,1,4,4,2,4,4,Rent,1,0
35,5,1,1,3.0,4,2,2,3,3,1,1,3,2,1,3,3,Own,0,1
47,1,1,1,3.0,3,3,3,2,2,1,1,2,2,3,1,3,Own,0,1
31,2,4,0,1.0,1,0,0,0,2,3,1,3,2,1,5,4,Rent,0,1
43,5,1,1,1.5,4,2,0,2,2,2,1,2,1,1,2,2,Own,1,0
28,2,2,1,2.5,3,1,1,1,1,2,1,2,2,2,1,2,Own,0,1
24,3,2,2,2.0,2,1,0,1,2,2,4,3,4,1,4,1,Rent,0,1
34,2,1,2,1.5,2,1,0,1,3,2,1,3,2,1,4,2,Rent,1,0
35,3,0,1,3.0,4,3,1,1,2,2,4,3,2,1,5,2,Own,1,0
29,2,2,2,1.0,1,1,0,1,3,2,1,2,1,1,2,1,Rent,1,0
42,1,1,1,1.5,3,2,2,0,4,5,4,2,2,2,4,4,Own,1,0
27,2,1,1,2.0,2,2,0,1,1,1,1,3,2,1,2,2,Rent,0,1
35,3,0,1,2.5,3,2,1,1,2,2,1,1,1,2,4,4,Own,0,1
43,3,2,1,3.0,4,2,2,3,2,2,1,3,2,1,2,2,Own,0,1
47,3,2,1,4.0,4,2,3,3,3,2,1,1,2,2,4,2,Own,0,1
35,9,2,1,2.5,4,2,1,2,2,2,1,3,2,1,4,2,Own,0,1
41,2,1,1,3.0,5,2,2,5,2,1,1,3,4,2,3,2,Own,0,1
38,2,0,1,1.0,2,2,1,1,2,2,1,2,2,1,4,2,Own,1,0
26,2,1,2,2.0,2,1,0,1,3,1,1,2,2,1,2,2,Rent,0,1
26,2,0,2,1.5,3,2,0,2,3,2,1,3,2,1,2,2,Own,1,0
26,2,1,2,3.5,4,0,0,3,1,2,1,2,1,1,5,2,Rent,1,0
51,3,1,1,2.5,5,1,2,2,2,3,1,3,2,2,5,1,Rent,0,1
33,2,0,1,1.5,3,3,2,1,2,1,1,3,2,2,1,2,Own,0,1
26,2,2,2,1.0,1,1,0,2,1,2,4,3,2,1,2,2,Rent,0,1
33,4,1,1,3.0,4,2,2,3,1,1,1,3,2,1,1,2,Own,0,1
23,2,0,2,1.0,2,1,0,0,2,2,1,2,1,1,4,4,Rent,0,1
41,3,0,1,2.5,4,2,2,2,1,1,1,3,2,1,2,3,Own,0,1
32,3,1,1,3.5,6,2,0,1,2,3,4,1,3,3,1,2,Own,0,1
40,3,0,2,2.0,3,2,0,2,3,2,4,2,2,1,2,2,Own,0,1
44,2,1,1,2.0,3,3,2,3,1,1,1,3,2,3,2,2,Rent,1,0
43,2,1,1,2.5,4,3,2,2,2,1,1,3,2,2,4,4,Own,0,1
24,3,0,1,1.0,2,1,0,1,1,2,1,2,1,1,3,2,Rent,0,1
33,4,1,1,1.5,3,2,2,3,2,1,1,3,2,2,4,2,Own,1,0
36,3,2,1,2.5,3,2,2,3,1,2,1,2,3,1,3,2,Own,0,1
25,2,2,2,1.0,2,2,0,2,2,2,4,2,3,1,2,2,Rent,1,0
40,2,0,1,3.5,4,3,4,4,1,2,1,3,2,2,5,2,Own,1,0
36,3,1,1,3.5,5,2,2,4,1,1,4,2,2,1,1,2,Own,1,0
22,2,1,2,2.0,2,1,0,2,2,1,1,2,4,1,2,3,Rent,0,1
35,3,0,2,1.0,1,1,0,0,2,3,1,4,5,3,5,4,Rent,0,1
35,2,2,1,3.0,4,2,2,4,2,1,1,3,2,2,1,3,Own,1,0
47,3,0,1,2.5,3,2,2,2,2,2,1,3,2,1,5,1,Own,0,1
33,2,5,1,3.0,4,2,2,5,1,2,1,3,2,1,2,3,Own,0,1
34,5,0,2,1.0,1,1,0,1,1,2,1,3,2,3,2,2,Rent,0,1
28,2,0,2,3.0,3,1,0,3,2,2,1,3,2,3,1,1,Own,1,0
33,2,0,1,2.5,4,2,3,2,2,2,1,3,2,2,4,2,Own,0,1
35,3,0,1,2.5,3,2,2,2,1,2,1,1,3,1,2,3,Own,0,1
35,2,3,1,2.5,4,2,1,6,2,2,4,2,1,1,3,2,Own,1,0
38,3,1,2,2.5,4,2,1,1,3,1,1,2,2,4,1,2,Own,0,1
26,2,0,2,2.0,3,1,0,1,4,1,1,2,2,3,4,2,Own,0,1
29,2,1,1,3.0,4,2,1,3,2,1,1,1,1,2,2,2,Own,0,1
39,2,0,1,2.5,4,2,2,3,3,1,4,3,2,2,4,2,Own,0,1
24,2,4,2,1.0,1,1,0,0,1,2,1,2,1,3,2,2,Rent,1,0
45,1,0,1,3.5,5,3,4,6,1,1,1,3,4,3,3,2,Own,0,1
31,3,2,1,3.0,4,2,1,4,1,2,1,2,1,2,1,2,Own,0,1
28,2,2,2,1.0,1,1,0,1,4,4,1,3,2,1,2,2,Rent,0,1
46,2,0,1,2.5,4,2,0,2,2,2,1,3,2,2,1,2,Own,1,0
41,9,0,1,4.0,4,2,1,2,1,2,1,3,2,2,4,2,Own,0,1
22,2,0,2,1.0,1,1,0,1,2,1,1,1,1,1,2,2,Rent,0,1
22,2,1,2,1.0,1,1,0,0,2,2,1,2,2,1,1,3,Rent,0,1
43,5,1,1,1.0,3,2,2,2,2,1,1,3,2,1,5,2,Own,0,1
42,2,0,0,2.0,4,2,2,2,2,1,1,3,2,1,2,2,Own,0,1
30,3,0,1,2.5,4,2,1,3,2,2,1,1,3,2,2,2,Own,1,0
36,3,0,1,2.5,3,2,0,3,1,2,1,2,2,2,2,3,Own,1,0
38,3,5,0,3.0,4,5,2,1,1,4,1,2,2,1,4,2,Own,0,1
33,2,0,0,2.0,4,2,0,2,1,1,1,1,2,1,3,2,Own,1,0
30,3,1,1,2.5,3,2,0,3,2,4,1,1,4,3,2,2,Own,0,1
26,2,2,2,2.0,2,1,0,2,2,2,4,1,3,2,1,1,Own,1,0
29,3,2,2,1.0,1,1,0,1,2,2,1,3,2,2,2,2,Rent,0,1
24,2,0,2,2.0,2,1,0,2,1,1,1,3,2,1,4,2,Rent,0,1
48,2,1,1,2.5,2,2,0,1,4,2,4,2,1,1,1,3,Own,1,0
32,2,0,1,2.0,4,2,0,4,2,1,1,3,4,1,4,3,Own,0,1
27,3,1,2,1.0,1,1,0,1,2,2,1,3,1,3,3,2,Rent,0,1
38,3,0,1,3.0,4,2,2,5,3,2,1,3,2,2,3,3,Own,0,1
28,2,0,1,2.5,2,2,0,3,3,4,1,4,2,2,1,2,Rent,1,0
28,2,1,2,2.0,2,2,0,2,2,2,1,2,1,1,2,2,Rent,1,0
24,2,1,3,2.5,2,2,0,3,2,2,1,3,2,1,1,2,Own,0,1
26,3,0,1,1.0,2,1,0,1,2,2,1,3,2,1,2,2,Own,0,1
34,3,1,2,3.0,5,1,0,1,2,1,1,1,2,3,4,2,Own,0,1
24,2,0,1,1.5,3,1,0,0,2,3,1,1,1,1,5,4,Own,1,0
35,2,1,1,2.0,2,3,0,3,1,2,1,3,2,1,4,3,Own,0,1
30,3,1,1,2.0,4,2,0,2,1,2,1,3,2,1,1,3,Own,1,0
38,2,0,2,2.0,4,1,0,2,1,2,1,2,2,1,2,2,Own,0,1
50,4,2,1,2.5,3,6,3,5,2,2,1,1,3,2,4,2,Own,0,1
26,2,2,2,1.0,1,1,0,1,2,2,1,2,1,3,4,2,Rent,1,0
35,2,1,1,1.0,1,0,1,1,2,1,1,3,4,1,4,1,Rent,1,0
27,3,1,2,2.0,2,1,0,1,3,2,1,3,2,1,3,2,Rent,0,1
40,2,1,2,1.0,1,1,0,1,1,2,1,2,1,1,2,2,Own,1,0
38,2,0,3,2.0,3,1,0,5,2,1,1,1,1,1,4,2,Own,0,1
39,3,1,1,1.5,5,2,2,2,1,2,4,2,1,2,2,2,Own,0,1
36,3,1,1,2.5,4,2,0,3,3,1,1,2,1,1,2,3,Own,1,0
25,2,1,2,2.5,2,1,0,1,2,3,3,1,3,2,1,2,Own,0,1
42,2,1,0,2.0,3,1,2,1,2,1,1,2,2,1,2,2,Own,0,1
48,1,0,4,1.0,2,2,1,2,2,2,1,5,4,2,4,2,Own,1,0
30,9,0,1,2.5,3,2,0,1,3,1,1,3,2,1,1,2,Own,0,1
22,2,1,2,2.0,2,1,0,1,2,2,3,1,2,2,2,2,Own,0,1
45,3,2,3,1.5,1,1,0,3,1,3,4,1,1,1,1,2,Own,1,0
26,2,1,2,1.0,1,1,0,2,1,2,1,2,2,1,1,2,Rent,0,1
34,3,2,1,1.5,3,2,1,1,2,2,1,2,1,2,4,3,Own,0,1
50,2,0,1,2.0,2,3,1,2,1,1,1,3,2,3,3,2,Own,0,1
36,2,1,1,2.5,3,2,0,2,2,3,1,2,1,1,1,2,Own,0,1
30,2,1,1,2.0,4,2,0,1,2,1,1,2,2,1,3,3,Own,0,1
28,2,1,2,2.5,2,2,0,1,3,1,1,1,2,1,1,3,Own,0,1
24,3,4,2,1.0,1,1,0,1,2,3,1,2,1,3,3,2,Rent,1,0
22,4,0,1,3.0,3,2,1,3,3,2,1,3,2,2,1,2,Rent,1,0
30,2,0,2,2.5,4,1,0,2,1,4,1,2,2,3,1,2,Own,0,1
37,2,0,1,1.0,2,2,0,9,3,4,1,3,4,3,2,2,Rent,0,1
31,5,1,1,2.0,2,2,0,2,1,4,1,2,2,1,4,2,Rent,0,1
28,2,1,1,1.0,1,1,0,1,2,2,1,2,1,2,1,2,Rent,0,1
32,3,0,1,2.5,3,1,1,2,1,3,1,3,2,2,5,2,Own,0,1
35,5,1,0,2.0,3,0,1,2,2,2,1,2,2,3,3,2,Rent,0,1
26,3,1,2,1.0,1,1,0,1,2,2,1,3,4,1,3,2,Rent,0,1
31,4,1,2,1.5,2,1,0,2,2,1,1,2,2,2,1,2,Own,1,0
35,2,0,1,2.5,3,2,1,3,2,2,1,3,2,1,3,2,Own,0,1
25,3,1,1,1.0,1,1,0,1,1,1,1,3,2,1,3,2,Rent,0,1
46,3,1,0,1.0,1,1,0,1,2,2,4,1,1,3,4,1,Rent,1,0
25,2,0,1,2.5,3,2,0,2,2,2,1,3,2,2,2,2,Own,0,1
23,2,0,2,3.5,5,1,0,5,2,1,1,3,2,3,2,3,Rent,0,1
38,3,1,1,3.0,5,2,6,2,2,1,1,3,2,3,2,3,Own,0,1
41,2,0,1,3.0,3,3,1,4,2,1,1,1,2,2,4,2,Own,0,1
29,1,1,2,2.0,2,2,0,1,3,2,4,3,2,1,3,2,Own,0,1
35,4,1,2,1.0,1,1,0,1,2,1,1,3,2,1,5,1,Rent,0,1
28,5,0,2,1.0,1,1,0,1,3,4,1,5,4,3,2,3,Own,0,1
42,2,0,1,2.0,3,3,0,2,2,2,1,3,2,2,5,1,Own,1,0
26,2,2,2,1.0,1,1,0,1,2,3,1,3,2,1,2,2,Rent,0,1
28,2,0,1,2.0,2,2,0,3,2,1,1,2,2,2,2,2,Own,0,1
39,2,0,1,3.5,5,2,2,2,3,1,1,1,2,1,2,3,Own,1,0
24,2,0,2,1.0,1,1,0,1,3,2,4,3,2,3,3,2,Rent,0,1
41,2,3,1,2.0,3,2,3,1,2,2,4,1,1,2,2,2,Own,0,1
25,3,0,2,1.0,1,1,0,1,1,4,1,3,2,3,2,2,Rent,0,1
23,2,1,2,2.0,2,1,0,2,1,2,4,3,4,1,2,2,Rent,0,1
23,2,1,2,1.0,1,1,0,1,2,1,1,2,2,3,1,2,Rent,0,1
30,5,0,1,2.0,3,2,0,2,2,2,1,2,1,1,1,2,Own,0,1
34,2,0,1,2.0,3,2,3,2,2,2,1,3,1,1,2,2,Own,0,1
33,3,1,2,1.0,2,1,0,1,1,2,1,3,2,3,4,3,Rent,0,1
28,3,0,1,2.0,3,2,2,2,2,2,1,3,2,1,1,3,Own,0,1
37,2,2,1,3.0,4,2,2,3,1,1,1,3,2,2,4,3,Own,0,1
32,2,0,1,1.0,3,2,0,2,1,2,1,3,2,1,1,2,Own,1,0
32,2,0,1,3.0,3,2,1,3,1,4,1,3,2,2,4,3,Own,0,1
27,2,0,1,2.5,4,2,0,2,2,2,1,2,1,1,4,2,Own,0,1
24,3,2,2,1.0,1,1,0,1,2,2,4,3,4,1,2,2,Rent,0,1
30,2,1,0,3.0,4,2,1,1,1,1,1,3,2,2,2,2,Own,0,1
23,2,1,2,2.0,2,1,0,1,2,1,1,3,4,1,3,2,Rent,0,1
28,2,5,1,2.0,2,2,1,1,3,2,1,2,1,1,1,2,Rent,0,1
22,3,0,1,2.5,3,2,0,1,2,1,1,3,2,2,1,2,Own,0,1
36,2,0,1,3.0,3,2,2,1,2,3,1,3,2,2,5,4,Own,0,1
40,2,1,1,3.0,4,3,3,3,2,2,1,2,1,1,2,2,Own,0,1
26,2,2,1,2.5,4,2,0,2,1,2,1,3,2,3,3,2,Own,0,1
41,2,2,1,2.0,4,4,0,1,2,1,1,1,2,4,5,0,Own,1,0
25,2,1,1,1.0,2,1,0,2,1,1,1,3,2,3,4,2,Rent,0,1
38,2,1,0,2.0,2,1,0,1,3,1,1,3,2,2,3,2,Own,0,1
24,2,2,2,1.0,1,0,0,1,2,1,4,3,2,1,4,2,Rent,0,1
30,2,2,1,2.5,3,2,4,2,1,1,4,3,2,2,4,2,Own,0,1
47,3,0,1,2.5,4,2,1,2,2,2,1,3,2,1,5,2,Own,1,0
26,2,0,2,1.0,1,1,0,0,2,1,1,3,2,2,5,4,Rent,0,1
36,2,1,3,2.0,3,1,0,2,1,1,1,3,2,1,4,1,Own,0,1
33,3,1,2,1.0,1,1,0,1,2,2,1,2,2,1,5,4,Rent,0,1
33,3,1,1,1.5,2,2,0,1,1,2,1,3,2,2,4,3,Rent,0,1
28,3,4,1,1.0,1,0,0,1,2,3,1,1,1,2,5,2,Rent,1,0
37,1,2,1,2.5,4,2,2,2,2,2,1,3,2,2,4,2,Own,0,1
21,2,1,2,2.0,3,1,0,2,2,1,1,2,2,1,2,2,Rent,0,1
30,2,2,2,1.0,1,1,0,1,2,2,1,2,1,1,3,2,Rent,0,1
39,6,0,2,2.5,4,2,0,1,2,4,1,1,2,1,5,2,Own,0,1
26,2,2,2,1.5,3,2,0,2,2,3,1,2,1,1,1,1,Own,1,0
32,2,0,1,2.0,3,2,0,3,3,1,2,1,2,3,1,3,Own,1,0
26,5,1,1,3.0,3,2,0,1,2,3,1,2,1,2,2,2,Own,0,1
36,2,0,1,2.5,4,2,3,3,2,1,1,3,2,2,3,2,Rent,0,1
29,3,1,1,2.0,4,2,0,2,1,1,1,3,2,1,2,2,Rent,0,1
34,2,1,1,1.5,3,2,1,1,2,1,1,2,2,1,5,2,Rent,0,1
27,2,2,2,2.0,2,1,0,2,2,3,1,2,1,2,2,3,Own,1,0
28,2,0,2,2.0,3,1,0,2,1,1,1,2,2,1,2,2,Own,0,1
28,2,1,2,2.5,2,1,0,2,2,1,1,1,2,1,1,2,Own,1,0
37,2,1,1,2.0,3,2,0,3,1,1,1,2,1,1,3,3,Own,1,0
43,2,1,1,5.0,5,2,2,3,1,2,1,2,1,2,2,3,Own,0,1
26,2,0,2,1.0,1,1,0,1,2,1,1,2,2,1,1,2,Rent,0,1
40,3,0,1,2.5,5,2,2,3,2,2,1,3,2,2,3,3,Own,0,1
34,4,0,2,1.0,2,1,0,1,1,3,1,3,2,3,3,2,Rent,0,1
37,2,1,3,1.5,2,1,0,2,2,4,1,3,4,3,3,2,Own,0,1
35,3,1,1,2.5,4,2,2,1,2,2,1,3,2,2,5,4,Rent,0,1
38,2,2,2,2.0,2,1,0,2,3,1,4,2,2,2,3,2,Rent,1,0
36,2,2,0,1.0,2,2,1,2,2,2,1,3,2,3,5,1,Own,0,1
26,2,0,2,3.0,5,1,0,4,2,2,1,3,2,1,3,2,Rent,0,1
30,2,2,1,2.5,3,2,0,1,2,1,1,2,2,1,1,1,Own,1,0
39,3,1,2,2.5,2,1,0,1,2,1,1,3,2,1,2,1,Own,0,1
38,2,1,1,3.0,5,2,4,2,2,1,1,2,2,2,4,2,Own,0,1
25,3,0,1,2.5,3,1,0,1,2,3,1,3,2,3,2,3,Own,0,1
28,3,2,1,2.0,2,2,1,1,1,2,1,3,2,2,3,2,Rent,0,1
35,2,2,1,2.5,5,2,2,1,1,4,1,4,2,1,3,3,Own,0,1
33,4,2,1,2.5,4,2,2,3,2,1,1,2,2,2,2,2,Own,0,1
27,2,4,2,2.0,2,0,0,1,2,2,4,2,2,1,3,2,Rent,0,1
26,2,1,1,2.0,3,2,0,6,2,1,1,3,2,1,4,2,Own,0,1
31,3,4,2,2.5,3,1,0,1,2,1,1,3,4,1,2,2,Rent,1,0
25,3,1,1,1.0,2,1,0,1,2,1,1,2,2,2,3,2,Rent,0,1
40,2,0,1,2.5,4,3,2,4,3,2,1,2,1,1,4,2,Own,1,0
31,2,1,1,2.0,3,2,2,1,1,1,1,2,2,1,2,2,Rent,1,0
36,3,1,3,3.0,4,3,0,1,3,1,1,3,4,3,4,2,Own,0,1
43,3,1,1,3.0,4,3,1,2,2,2,1,1,3,2,5,2,Own,1,0
34,5,1,1,3.0,4,2,4,3,1,1,1,2,2,1,4,2,Rent,0,1
32,2,1,1,2.5,4,3,1,3,1,1,1,1,1,2,4,3,Own,0,1
26,3,1,1,2.5,3,2,0,3,2,4,1,2,2,1,4,2,Own,0,1
31,2,1,1,1.0,1,1,0,1,2,2,1,2,2,3,5,2,Rent,0,1
37,2,0,1,2.0,3,2,2,3,2,1,1,3,4,3,1,1,Own,1,0
32,2,0,1,2.5,4,2,1,2,2,1,1,1,2,2,3,3,Own,0,1
30,9,0,1,2.0,2,1,0,1,1,3,1,3,2,1,2,2,Rent,1,0
37,3,0,1,2.5,3,2,0,3,1,2,1,1,3,2,4,2,Own,1,0
31,1,1,1,2.5,3,2,1,1,2,2,4,3,2,2,2,2,Own,0,1
26,2,1,2,2.0,2,1,0,1,1,2,1,1,1,1,3,2,Rent,0,1
24,3,2,2,1.0,1,1,0,1,1,1,1,3,2,3,3,2,Rent,0,1
26,5,0,1,2.0,2,2,0,2,1,1,3,1,1,1,2,2,Own,0,1
54,5,0,1,2.5,3,3,1,5,1,2,1,2,1,1,4,2,Own,1,0
25,3,1,1,1.0,1,2,0,1,2,2,1,3,2,1,2,2,Rent,1,0
25,2,0,1,2.5,3,2,0,1,2,1,1,3,2,1,4,1,Own,0,1
30,3,1,1,2.0,2,2,2,1,1,4,1,2,1,1,3,2,Rent,0,1
31,2,2,1,2.5,3,2,2,1,2,2,1,3,2,1,1,2,Rent,0,1
32,5,2,2,1.0,2,1,1,1,4,1,4,1,2,2,3,2,Rent,1,0
27,3,0,2,1.0,1,1,0,1,1,2,1,3,2,1,3,3,Rent,0,1
24,2,1,2,1.0,1,1,0,1,2,1,1,2,1,2,5,2,Rent,0,1
30,2,1,1,1.0,2,1,1,2,3,1,1,2,2,2,1,2,Rent,0,1
35,5,1,1,3.0,4,2,2,2,2,1,1,2,2,1,1,3,Own,0,1
24,2,1,2,1.0,1,1,0,1,1,3,4,3,2,3,1,1,Rent,0,1
42,3,1,1,2.0,3,1,0,2,2,2,1,1,3,1,5,1,Own,1,0
39,3,2,1,1.0,2,1,0,1,2,3,4,2,1,3,4,2,Rent,0,1
33,2,1,1,2.5,5,2,1,2,3,2,1,3,2,2,2,3,Own,0,1
30,3,0,1,2.0,2,2,0,3,2,2,1,2,2,1,2,2,Rent,0,1
37,2,1,1,5.0,5,2,4,5,2,2,4,3,2,2,5,2,Own,0,1
25,2,1,1,2.0,2,2,0,2,2,2,1,2,2,1,4,2,Rent,0,1
30,4,1,1,2.0,3,2,0,3,2,2,1,1,1,1,1,2,Own,1,0
45,7,1,1,2.0,2,2,1,3,2,1,1,3,2,1,5,2,Own,0,1
40,2,0,1,3.0,5,2,3,3,1,1,1,2,2,1,2,3,Own,0,1
23,2,1,2,2.0,2,1,0,1,2,2,1,3,2,3,3,3,Own,1,0
54,2,1,1,3.0,3,2,2,2,2,2,1,2,2,2,5,1,Own,0,1
32,5,2,1,2.5,4,2,0,2,2,4,4,4,2,1,2,3,Own,1,0
28,2,1,2,1.5,2,1,0,2,2,4,1,2,2,1,2,2,Own,0,1
30,1,2,1,2.0,2,1,0,1,3,3,4,2,1,2,4,2,Rent,1,0
27,2,1,1,3.0,4,1,0,2,2,1,1,1,2,1,4,2,Own,1,0
29,3,0,2,1.0,1,1,0,1,3,1,1,1,2,1,3,1,Rent,0,1
26,5,0,1,2.5,4,2,1,2,3,3,4,1,1,2,2,3,Own,0,1
25,3,1,1,1.5,2,1,0,2,1,2,1,3,2,3,1,2,Rent,0,1
49,2,1,1,3.0,4,2,1,5,2,3,4,3,2,2,1,2,Own,1,0
28,2,1,1,2.5,3,2,0,1,2,1,1,3,2,2,4,1,Own,0,1
28,4,1,1,3.5,4,2,0,4,1,2,1,3,2,2,1,2,Own,1,0
35,2,1,1,1.0,2,1,0,2,2,1,1,2,1,1,5,1,Rent,0,1
25,2,4,2,2.0,2,1,0,1,1,3,1,2,1,1,2,1,Rent,0,1
28,2,0,2,1.5,2,1,0,1,1,1,1,3,2,3,4,2,Rent,0,1
43,1,1,1,2.5,4,2,3,3,2,1,4,1,2,2,4,2,Own,0,1
37,2,2,3,2.5,2,2,0,2,1,2,1,2,1,1,1,2,Own,1,0
45,3,2,1,2.5,3,2,2,4,2,3,1,1,4,1,5,1,Own,0,1
26,2,0,1,2.0,3,2,2,1,2,2,1,2,3,2,1,2,Own,0,1
25,3,1,1,2.5,3,1,1,2,1,4,5,5,4,1,3,3,Own,0,1
30,2,0,1,2.5,4,2,1,2,1,1,1,3,2,2,2,2,Own,0,1
46,3,2,1,3.0,4,2,3,3,3,2,1,3,1,3,4,3,Own,1,0
40,2,0,1,2.5,4,1,1,4,1,1,1,3,2,1,4,2,Own,0,1
27,3,1,1,1.0,1,2,0,1,1,2,1,3,2,3,3,3,Rent,0,1
23,2,1,2,1.0,2,0,0,1,2,3,1,1,3,1,4,2,Rent,0,1
24,3,2,2,2.0,2,1,0,1,2,3,1,3,2,3,5,4,Rent,0,1
28,2,1,2,1.5,2,1,0,1,2,2,1,1,3,1,4,1,Own,0,1
25,2,0,4,1.5,1,2,0,1,2,2,1,1,1,2,4,2,Rent,0,1
35,3,1,1,2.5,3,3,2,1,2,2,1,1,3,2,1,2,Own,0,1
34,5,1,2,3.0,3,2,2,3,1,4,1,2,1,3,4,4,Rent,0,1
