Age,Education Level,Internet Connection,Marital Status,Num Bathrooms,Num Bedrooms,Num Cars,Num Children,Num TVs,PPV Freq,Prerec Buying Freq,Prerec Format,Prerec Renting Freq,Prerec Viewing Freq,Theater Freq,TV Movie Freq,TV Signal,Home Ownership,Female,Male
29,5,3,1,1.0,1,1,0,2,2,2,1,2,1,2,5,1,Rent,0,1
33,3,0,1,2.5,3,2,1,2,3,1,1,2,2,2,3,2,Own,0,1
27,3,0,1,1.0,2,1,0,1,2,1,1,1,1,3,1,3,Own,0,1
41,2,0,1,3.0,4,2,2,5,2,4,1,4,2,2,4,2,Own,0,1
32,3,0,1,1.0,2,0,0,3,2,4,1,1,2,3,5,2,Rent,0,1
32,2,0,3,2.0,2,2,0,1,2,2,1,2,1,1,5,2,Rent,0,1
36,4,2,1,2.0,2,2,0,2,2,2,1,2,2,2,3,2,Own,0,1
33,2,2,1,2.5,3,2,1,4,4,1,1,2,2,2,4,3,Own,0,1
27,2,0,1,2.0,2,2,0,2,2,3,1,2,2,1,2,2,Rent,0,1
40,3,4,2,2.0,2,1,0,1,3,3,4,1,3,1,1,2,Own,0,1
33,2,0,1,2.5,4,2,2,2,2,2,1,2,2,1,2,2,Own,0,1
54,3,1,1,3.5,5,3,2,3,3,1,1,4,1,4,1,1,Own,1,0
38,3,0,1,2.5,4,2,2,4,1,1,1,2,2,1,3,2,Own,0,1
34,4,0,1,2.0,5,2,3,5,2,4,1,3,2,1,2,2,Own,1,0
44,5,0,0,2.0,3,2,4,1,2,1,1,3,2,2,4,4,Rent,0,1
37,3,0,1,2.5,4,2,1,4,1,3,1,3,2,2,2,3,Own,1,0
33,2,0,2,2.0,2,6,0,1,1,1,1,3,2,1,1,2,Rent,0,1
37,2,1,1,2.5,4,2,3,2,2,2,1,2,1,1,5,2,Own,0,1
39,2,0,1,2.0,3,2,2,4,1,1,1,3,2,1,2,2,Own,0,1
31,2,0,1,3.0,5,2,1,5,2,2,1,2,2,2,4,2,Own,1,0
30,3,0,1,2.5,4,2,0,4,1,1,1,3,2,2,1,2,Own,0,1
40,3,0,1,3.0,3,2,1,3,2,1,1,2,2,1,2,2,Own,0,1
43,2,4,2,1.0,2,1,0,2,2,2,4,2,1,1,2,2,Own,0,1
36,3,0,1,3.0,4,2,4,3,1,2,1,3,2,2,5,2,Own,0,1
37,3,3,1,2.0,3,1,1,2,4,1,5,3,3,1,5,1,Rent,0,1
37,2,0,1,2.5,4,2,4,2,1,1,1,1,2,1,1,2,Own,0,1
32,2,2,2,1.0,2,1,0,1,2,3,4,3,2,1,2,1,Rent,1,0
38,2,0,1,1.5,3,2,1,2,2,2,1,2,1,2,1,2,Own,0,1
41,3,0,1,2.5,4,2,3,3,2,2,4,3,2,2,2,2,Own,0,1
38,2,0,0,3.0,4,2,2,3,1,1,1,3,2,1,4,2,Own,0,1
43,2,1,1,2.0,4,3,2,4,2,1,1,2,1,1,2,2,Own,0,1
42,2,0,1,2.5,4,2,4,3,2,1,1,2,1,2,3,2,Own,0,1
37,1,0,1,2.0,4,2,2,1,2,2,1,3,2,1,1,2,Own,0,1
34,2,0,1,3.5,4,2,2,3,1,2,4,3,2,2,2,2,Own,0,1
37,2,4,2,2.0,4,1,0,2,3,1,1,1,4,2,2,2,Own,1,0
23,2,0,2,2.0,2,1,0,2,1,1,1,2,1,1,2,2,Rent,0,1
42,3,0,1,3.0,5,2,2,3,2,2,1,1,2,2,4,2,Own,0,1
39,3,5,1,3.0,5,2,0,3,2,1,1,4,2,4,5,2,Rent,1,0
23,2,1,2,1.0,1,1,0,2,1,1,1,3,2,1,2,2,Rent,0,1
36,5,1,1,3.5,4,2,3,3,2,2,1,3,2,1,2,2,Own,0,1
27,2,2,2,1.0,1,1,0,2,3,3,4,1,1,1,2,2,Rent,1,0
31,2,0,1,2.0,3,2,1,1,2,2,4,2,2,2,4,1,Own,0,1
29,2,1,1,2.5,4,2,3,5,1,1,1,3,4,2,2,3,Own,0,1
37,2,1,1,4.5,5,2,2,2,2,1,4,2,4,1,2,2,Rent,0,1
25,9,1,2,2.0,2,1,0,3,1,1,1,2,1,1,2,3,Rent,0,1
27,2,2,1,1.0,3,3,0,2,2,1,1,3,2,1,1,1,Rent,1,0
29,2,0,1,1.0,3,2,0,1,2,2,1,3,2,1,5,2,Own,0,1
33,2,0,1,2.5,5,2,2,3,2,1,1,2,1,2,1,2,Own,0,1
34,2,0,1,3.0,2,2,0,2,2,4,1,2,2,1,3,2,Rent,0,1
34,3,0,1,1.5,3,2,2,2,2,1,1,3,2,2,1,2,Own,0,1
33,2,0,1,3.5,5,2,2,4,3,2,3,1,1,2,1,3,Own,0,1
22,3,2,2,2.0,4,2,0,3,2,2,1,4,1,2,3,2,Own,1,0
36,2,0,1,2.5,3,1,0,2,2,2,1,3,2,1,1,2,Own,0,1
38,6,1,1,2.5,3,2,3,4,2,1,1,4,2,1,1,2,Own,1,0
26,3,1,1,2.5,3,1,1,1,2,2,1,4,2,1,5,4,Own,1,0
34,1,0,1,3.5,4,2,1,4,2,1,1,2,2,2,2,2,Own,1,0
38,2,0,1,2.5,4,5,2,4,1,2,1,1,1,2,2,2,Own,1,0
25,2,1,2,2.0,2,1,0,0,2,2,1,3,2,1,5,4,Rent,0,1
37,3,1,0,3.5,6,3,0,5,2,4,1,1,2,3,2,4,Own,0,1
37,2,1,2,2.5,3,2,0,4,1,1,1,1,1,2,2,3,Own,0,1
33,2,0,1,3.5,4,3,3,3,2,2,1,2,1,2,1,2,Own,0,1
34,2,1,1,2.5,4,2,2,2,3,1,1,2,1,2,5,3,Own,0,1
32,3,0,1,3.0,4,3,2,3,2,2,1,3,2,2,2,2,Own,0,1
34,2,0,1,2.0,4,2,1,2,1,1,1,3,2,2,2,2,Own,0,1
50,5,1,0,2.0,2,1,1,2,4,2,1,2,2,3,2,3,Own,1,0
34,3,1,1,2.5,4,3,0,3,3,2,1,3,1,2,2,3,Own,1,0
45,2,0,2,2.0,3,2,0,1,2,4,1,3,2,3,5,2,Own,0,1
34,2,0,2,1.0,1,1,0,1,2,1,1,3,2,1,4,2,Own,0,1
38,2,1,0,2.0,2,1,0,1,2,3,4,2,1,2,4,2,Own,0,1
33,2,1,2,2.0,2,1,0,1,2,3,4,2,1,1,4,2,Own,1,0
35,2,1,1,2.5,4,3,1,3,2,2,1,2,1,1,3,3,Own,0,1
31,1,0,1,2.5,4,2,0,1,2,2,1,2,1,3,5,4,Own,1,0
33,3,1,1,2.0,3,2,1,1,2,3,1,2,1,1,2,2,Rent,0,1
41,4,0,1,2.5,4,2,1,5,1,2,1,3,2,2,1,2,Own,0,1
35,3,0,3,2.0,3,2,0,1,3,2,1,2,1,1,3,2,Own,1,0
44,3,1,1,3.5,4,2,4,3,2,2,1,3,2,2,1,2,Own,0,1
29,5,1,1,2.5,3,1,0,0,2,2,1,4,3,3,5,4,Own,0,1
37,8,3,1,5.0,5,3,2,2,4,3,4,4,3,2,2,2,Own,0,1
37,2,1,1,4.5,4,2,2,5,2,2,1,2,1,1,2,2,Own,0,1
34,5,4,1,2.5,4,2,2,4,1,1,1,1,1,3,1,2,Own,0,1
41,2,0,1,2.0,3,3,3,2,1,1,1,1,2,1,2,2,Own,0,1
36,2,2,1,4.0,4,4,2,3,1,2,1,2,1,2,4,2,Own,1,0
26,2,2,2,2.0,2,1,0,2,1,2,1,3,2,3,1,2,Rent,1,0
29,2,0,1,1.0,3,2,1,3,2,1,1,2,2,2,2,2,Own,0,1
30,1,1,1,1.0,2,1,0,1,2,2,1,2,2,1,2,2,Rent,0,1
40,2,1,0,2.0,2,1,1,2,2,2,1,1,1,1,2,2,Rent,0,1
29,1,2,1,2.0,2,2,1,1,2,3,1,3,2,2,5,4,Own,0,1
34,5,1,2,2.0,2,1,0,1,2,1,1,1,2,2,2,2,Own,0,1
33,3,0,2,1.5,3,1,0,1,2,1,1,2,2,1,4,1,Own,1,0
22,4,2,2,2.0,4,1,0,1,2,2,1,2,1,3,4,2,Rent,0,1
30,1,4,1,1.5,1,1,0,1,2,2,4,2,1,3,2,2,Rent,0,1
32,4,0,1,2.5,4,2,0,2,2,1,1,1,2,2,1,3,Own,0,1
29,3,2,2,3.0,3,3,0,2,2,2,1,3,2,1,5,2,Rent,0,1
42,2,1,1,2.5,3,2,0,1,2,1,1,3,2,2,5,0,Own,1,0
43,2,0,1,3.5,4,2,3,2,2,2,1,1,1,2,4,2,Own,0,1
41,1,4,1,2.5,4,2,1,1,2,2,1,3,2,2,4,2,Own,0,1
41,1,0,1,2.5,4,2,2,2,2,2,1,2,1,2,4,2,Own,0,1
25,2,1,2,1.0,1,1,0,1,2,1,1,1,2,1,1,2,Rent,0,1
28,3,1,1,2.0,2,0,0,2,2,2,1,3,2,1,2,2,Rent,0,1
39,2,1,2,2.5,4,1,0,2,1,1,1,2,2,1,4,2,Own,0,1
41,2,2,4,2.0,2,1,0,1,2,2,1,1,2,1,4,2,Rent,1,0
35,3,0,3,2.0,3,2,0,2,1,1,1,2,2,1,3,2,Own,0,1
29,2,1,1,2.0,4,2,5,1,2,1,1,3,2,2,4,0,Own,0,1
30,9,1,3,2.5,3,2,0,3,2,1,1,3,2,3,2,0,Own,0,1
34,2,0,1,2.5,4,2,3,2,1,2,1,2,4,1,2,2,Own,0,1
37,1,2,2,1.0,4,1,0,1,2,3,4,1,3,2,1,2,Own,0,1
36,2,1,1,3.0,4,2,2,3,2,2,1,3,2,1,4,2,Own,0,1
28,3,1,1,2.5,3,2,0,1,3,3,1,3,2,2,1,3,Own,0,1
44,1,2,4,2.5,4,1,0,1,2,3,1,3,2,3,4,2,Own,0,1
24,7,0,2,1.0,1,1,0,1,2,2,1,3,2,2,1,3,Rent,0,1
23,2,1,2,3.0,4,1,0,3,2,2,1,2,2,1,3,2,Rent,0,1
31,3,0,1,1.5,4,1,0,1,2,3,4,3,2,1,1,1,Own,0,1
21,2,1,2,1.0,2,1,0,1,2,2,1,1,1,2,2,1,Rent,0,1
40,1,1,1,2.5,3,2,0,1,2,3,4,4,3,2,4,2,Own,0,1
31,3,0,1,3.0,4,2,2,2,1,2,1,3,2,2,1,2,Own,0,1
52,6,2,1,3.0,3,1,2,1,2,2,1,3,2,1,5,4,Own,0,1
26,1,0,1,2.5,3,1,2,1,1,3,1,2,1,4,1,2,Rent,0,1
33,3,0,1,1.0,3,2,1,2,2,2,1,3,2,2,1,3,Own,0,1
23,2,1,1,2.0,2,2,0,1,2,2,1,2,1,3,2,2,Rent,0,1
32,3,2,2,1.0,1,1,0,1,2,3,4,1,2,2,4,2,Own,1,0
24,2,1,1,1.0,1,1,0,1,2,2,1,3,2,2,5,4,Rent,0,1
26,3,1,2,2.0,2,1,0,2,1,1,1,2,1,1,2,2,Rent,0,1
54,1,1,1,3.0,4,3,2,3,2,1,1,2,2,2,2,3,Own,0,1
39,2,2,4,4.0,4,4,0,2,2,1,1,4,2,2,4,3,Own,1,0
27,3,0,2,2.5,2,1,0,2,2,2,4,3,2,1,2,2,Own,0,1
26,5,2,2,3.0,3,3,0,3,2,1,1,2,1,2,3,2,Own,1,0
45,2,0,1,3.0,4,2,2,3,1,1,1,3,2,2,4,2,Own,0,1
31,2,0,2,2.0,4,1,0,3,1,1,1,3,2,1,4,2,Rent,0,1
38,2,1,1,2.5,3,1,1,3,1,2,1,3,2,1,5,4,Own,0,1
42,2,0,1,2.5,4,2,2,3,2,2,1,3,2,2,1,2,Own,0,1
42,1,3,1,2.0,5,2,1,3,2,4,2,3,2,3,2,2,Own,0,1
39,1,0,1,3.5,4,2,1,3,2,2,1,3,2,1,3,2,Own,0,1
43,3,1,1,1.0,3,3,2,1,2,1,1,1,2,2,5,4,Rent,1,0
32,1,1,2,1.0,2,1,0,1,2,2,1,3,2,3,4,2,Rent,0,1
33,2,1,3,1.0,3,1,0,1,2,1,1,3,2,1,5,4,Own,1,0
38,3,2,2,1.0,1,1,0,1,2,2,1,2,1,1,4,2,Own,1,0
37,1,0,1,2.5,3,2,2,1,3,2,1,3,2,2,2,2,Rent,0,1
37,1,2,1,4.0,5,3,2,2,1,2,1,1,3,1,2,3,Own,0,1
33,3,1,1,3.0,5,3,0,4,3,1,1,2,1,2,2,2,Own,0,1
29,4,1,1,2.0,4,2,0,1,1,1,1,2,1,2,1,3,Own,1,0
37,2,0,3,2.0,3,2,4,1,2,1,1,3,2,2,4,2,Own,0,1
41,4,2,0,2.5,4,1,0,3,2,2,1,1,1,3,2,2,Own,0,1
41,3,1,1,5.0,6,2,3,5,3,1,1,2,2,2,1,2,Own,0,1
30,2,1,1,2.5,4,2,1,2,2,1,1,1,3,2,5,4,Own,0,1
34,2,2,1,3.0,4,2,2,3,1,1,1,3,2,2,4,2,Own,0,1
48,3,1,1,5.0,10,1,3,2,2,2,1,4,3,3,1,3,Own,0,1
37,2,0,1,1.0,3,2,2,1,2,2,1,3,2,1,5,2,Own,0,1
31,5,0,2,1.0,2,1,0,1,2,1,1,3,2,1,2,2,Rent,0,1
23,2,1,2,3.0,3,1,0,2,2,1,1,3,2,1,4,2,Rent,0,1
42,4,2,2,2.5,2,2,0,1,2,2,4,1,2,2,5,4,Own,0,1
29,2,0,3,1.0,1,2,0,1,2,2,1,2,1,1,1,2,Own,0,1
33,2,2,2,1.0,3,1,0,2,2,3,4,1,3,1,4,2,Rent,0,1
37,2,0,1,2.5,4,3,1,3,2,1,1,3,2,3,4,2,Own,0,1
41,2,2,1,2.5,3,4,1,3,2,4,1,3,4,1,5,1,Own,0,1
46,2,1,2,3.0,5,2,0,1,1,2,1,1,1,1,1,3,Own,0,1
22,2,0,2,2.0,2,2,0,1,2,1,1,2,2,1,1,2,Rent,0,1
40,2,1,2,2.5,2,1,0,3,1,1,1,1,1,1,2,3,Own,0,1
28,2,0,1,2.5,3,2,0,3,2,2,1,3,2,1,2,2,Own,0,1
40,2,1,1,2.5,3,1,1,1,2,1,1,3,2,2,5,2,Own,0,1
47,1,0,1,3.5,4,3,2,5,1,2,1,1,3,2,4,3,Own,0,1
37,6,0,1,3.0,4,2,2,3,2,2,1,3,2,2,1,3,Own,0,1
29,2,0,1,2.5,4,1,0,2,2,2,1,3,2,1,3,2,Own,0,1
33,3,1,1,1.0,2,2,1,1,2,3,4,3,2,1,5,1,Own,0,1
41,6,1,1,2.0,4,2,1,1,2,3,4,2,1,1,5,1,Own,1,0
27,8,0,2,1.0,2,1,0,2,2,4,1,3,2,2,5,3,Own,0,1
37,2,0,1,2.0,2,1,0,2,2,2,3,1,5,2,4,3,Own,1,0
35,2,2,1,3.0,4,3,2,4,1,2,3,1,2,2,2,2,Own,1,0
29,3,1,2,2.5,2,2,0,1,3,1,1,4,2,1,2,3,Own,0,1
35,1,0,1,3.0,3,2,0,2,2,3,1,3,2,3,4,2,Own,0,1
40,1,1,1,2.0,3,2,1,3,2,2,1,2,1,2,4,2,Own,0,1
28,6,1,1,1.0,2,1,1,1,2,1,1,3,2,1,5,1,Rent,0,1
36,2,2,4,2.0,3,1,2,2,1,2,1,3,3,1,2,2,Own,1,0
28,3,1,2,1.5,2,1,0,1,2,2,1,2,1,1,2,2,Rent,0,1
33,2,0,1,1.5,3,2,0,2,2,2,1,3,2,1,3,2,Own,0,1
35,3,1,1,2.0,3,1,2,1,1,2,1,3,2,2,3,0,Own,0,1
35,4,2,1,3.0,4,1,3,4,4,2,1,3,2,2,2,3,Own,1,0
41,5,1,0,2.5,4,2,0,3,1,1,1,1,2,3,3,3,Own,0,1
36,2,0,1,4.0,5,2,2,4,2,2,1,2,2,1,2,2,Own,0,1
31,1,4,2,1.0,1,1,0,0,2,3,1,4,3,1,4,4,Rent,0,1
32,1,0,1,1.5,3,0,1,1,2,3,1,1,3,1,4,2,Own,0,1
30,2,2,1,2.0,2,1,1,2,2,2,1,1,1,2,4,1,Own,0,1
29,5,5,1,2.0,3,3,0,2,1,2,1,4,3,1,1,3,Own,1,0
35,2,3,1,3.0,4,1,2,3,1,1,1,4,1,2,4,3,Own,0,1
27,2,2,2,1.0,2,1,0,2,2,1,1,2,2,2,1,1,Own,1,0
32,5,2,3,1.5,2,1,0,2,2,2,1,2,1,1,4,1,Rent,0,1
27,1,2,2,1.0,4,1,0,1,2,2,1,2,1,2,5,4,Rent,0,1
22,3,5,2,1.0,1,1,0,1,2,2,1,1,1,1,5,1,Rent,0,1
29,3,0,2,2.0,3,1,0,1,3,4,1,1,2,1,1,2,Own,0,1
41,6,1,1,2.0,3,0,1,1,1,2,4,4,3,2,4,2,Own,0,1
34,2,1,0,1.5,2,1,0,1,2,1,1,3,2,1,4,2,Own,0,1
56,1,2,1,2.0,5,1,2,2,2,2,4,4,3,2,1,1,Own,0,1
33,2,1,1,2.5,3,2,0,2,2,1,1,2,1,1,1,2,Own,0,1
42,6,0,1,2.0,3,2,1,2,2,2,1,2,1,2,5,4,Own,0,1
33,2,2,2,2.0,3,1,0,1,1,3,1,1,3,1,2,3,Rent,0,1
38,3,2,0,2.5,3,2,1,2,2,2,4,2,1,2,2,2,Rent,1,0
30,2,1,1,2.5,4,3,1,3,2,4,1,4,2,2,1,2,Own,1,0
44,1,1,1,4.0,4,3,2,3,2,4,1,1,2,1,2,2,Own,0,1
32,3,0,1,3.5,4,2,0,3,2,2,1,3,2,1,4,2,Own,0,1
26,2,0,2,3.0,3,1,0,4,2,1,1,3,2,1,1,2,Own,0,1
32,2,0,1,3.0,4,3,1,4,1,1,1,1,2,2,2,2,Own,0,1
47,3,0,1,2.0,3,3,2,3,3,4,1,1,2,1,4,3,Own,0,1
35,2,2,1,2.5,3,1,1,2,2,2,1,3,2,2,2,2,Own,0,1
26,1,0,2,2.0,2,1,0,1,2,1,1,2,1,3,1,2,Rent,0,1
39,5,1,2,2.0,3,1,0,1,4,4,1,1,2,2,4,2,Rent,0,1
45,6,2,1,2.0,4,1,0,2,2,2,1,4,3,2,4,1,Own,0,1
34,4,1,1,2.5,4,2,3,6,1,1,1,2,2,2,4,2,Own,0,1
45,2,1,0,3.5,5,1,2,3,2,2,1,2,1,1,1,2,Own,0,1
41,1,1,1,2.0,3,2,2,1,2,1,1,2,1,2,5,4,Own,1,0
46,5,0,1,2.0,3,3,3,2,2,2,4,3,2,2,1,2,Own,0,1
26,2,0,1,3.5,3,1,0,2,3,2,1,3,2,1,2,2,Own,0,1
49,3,0,3,1.0,1,1,0,0,2,3,1,2,1,1,5,4,Own,0,1
38,4,1,1,2.0,3,2,2,2,2,1,4,3,4,2,4,2,Own,0,1
32,2,1,2,1.0,3,1,0,1,2,3,4,2,1,1,4,2,Own,1,0
35,3,0,1,2.0,2,2,0,2,1,3,4,1,3,2,1,2,Own,1,0
30,2,1,2,1.0,2,1,0,2,2,3,4,3,2,2,4,2,Own,0,1
38,2,5,1,2.5,3,2,1,1,2,1,1,1,2,1,2,2,Own,0,1
30,2,0,1,3.0,3,2,0,5,3,2,1,3,2,1,1,3,Own,0,1
55,1,0,1,3.5,3,3,2,2,1,1,1,2,1,1,2,2,Own,0,1
32,3,1,1,2.0,3,2,0,2,1,3,1,1,3,1,2,2,Own,0,1
55,2,0,1,2.0,4,2,3,2,2,3,4,3,2,2,3,2,Own,0,1
29,3,2,2,1.0,1,1,0,1,2,3,1,4,5,3,4,1,Rent,1,0
32,3,0,1,2.0,2,1,0,1,2,3,4,3,2,3,5,4,Own,0,1
29,4,1,1,2.5,4,2,2,2,2,2,1,3,2,2,1,2,Own,1,0
32,2,1,1,2.5,3,2,0,1,2,3,4,4,1,1,4,1,Own,0,1
50,1,0,1,3.5,3,2,0,4,2,2,1,2,1,2,2,2,Own,0,1
37,2,1,1,2.5,3,1,3,3,1,2,1,3,2,4,4,2,Own,0,1
31,2,1,1,2.5,4,2,0,4,3,1,1,1,1,2,4,3,Own,0,1
40,3,1,2,2.0,2,1,0,2,2,1,1,2,1,1,2,2,Rent,0,1
50,3,0,1,2.0,3,2,2,1,2,1,1,2,1,2,2,2,Rent,0,1
29,2,1,1,2.5,3,2,2,2,2,1,1,1,1,1,1,1,Own,0,1
28,3,2,2,1.0,2,1,0,1,2,1,1,2,2,1,2,2,Rent,1,0
30,3,2,1,2.0,2,2,1,1,2,1,1,2,1,2,4,2,Rent,0,1
22,2,0,2,1.0,1,1,0,1,2,1,1,2,2,2,2,2,Rent,0,1
23,3,0,1,1.0,2,2,0,2,1,1,1,1,3,3,3,2,Own,1,0
38,1,2,1,3.0,4,2,0,3,3,1,1,2,1,2,1,2,Own,0,1
32,2,1,1,2.0,3,2,1,1,2,3,4,3,2,2,2,2,Rent,0,1
29,2,0,2,1.0,2,1,0,1,2,3,4,2,2,3,1,1,Own,1,0
24,2,1,3,1.5,2,1,0,2,2,2,1,2,1,2,1,2,Rent,0,1
27,2,0,1,1.0,1,1,0,1,2,3,1,3,2,2,5,4,Rent,0,1
32,2,2,1,2.5,3,2,0,3,2,1,1,2,1,1,1,2,Own,1,0
27,3,1,1,2.0,2,1,0,1,2,2,1,2,1,3,1,2,Rent,0,1
39,2,1,1,2.0,2,2,2,2,2,2,1,3,2,2,2,1,Own,0,1
25,3,2,2,2.0,2,1,0,1,2,3,1,2,3,1,2,2,Rent,0,1
42,3,0,1,2.5,4,2,3,2,2,1,1,2,2,2,4,2,Own,0,1
39,2,1,1,2.5,4,3,2,4,3,2,1,1,2,1,3,3,Own,0,1
21,2,0,2,2.0,2,1,0,1,2,2,4,2,2,1,4,1,Rent,0,1
33,3,1,1,2.0,2,2,0,1,2,1,1,1,2,2,4,2,Rent,0,1
44,2,2,1,2.5,3,2,2,1,2,2,1,1,2,1,4,2,Own,0,1
32,2,0,1,5.0,4,2,2,4,2,1,1,3,2,2,1,2,Own,0,1
28,2,2,1,2.5,4,2,0,2,2,1,1,2,1,1,1,2,Own,0,1
43,3,2,1,2.5,3,3,2,2,2,2,5,1,1,2,3,3,Own,1,0
27,2,0,2,1.0,1,1,0,2,2,3,1,3,2,3,5,4,Rent,0,1
29,2,0,1,2.0,4,2,2,2,2,1,1,3,2,1,5,2,Own,0,1
30,2,1,2,3.0,3,1,0,2,2,2,1,2,1,1,1,2,Own,1,0
44,3,4,2,1.5,4,2,0,2,2,1,1,2,2,1,4,2,Own,1,0
39,1,2,0,2.5,2,1,1,2,2,1,1,3,2,1,1,2,Own,0,1
27,2,0,2,3.0,3,2,0,1,2,2,1,3,2,1,2,4,Rent,0,1
28,3,1,1,1.0,3,2,2,1,2,1,1,2,2,2,1,2,Own,0,1
37,1,1,1,2.5,3,2,3,2,2,2,1,3,2,1,2,2,Own,0,1
39,3,2,1,2.0,2,1,0,1,2,3,4,3,2,4,5,2,Rent,0,1
22,2,4,2,1.0,1,2,0,2,1,1,1,3,2,1,2,1,Rent,0,1
36,2,0,1,3.5,4,2,2,2,2,1,1,3,2,2,4,3,Own,0,1
43,2,1,1,3.5,5,2,3,2,2,2,1,1,3,2,5,2,Own,0,1
29,2,1,1,1.0,1,1,0,1,3,2,1,2,2,2,3,2,Rent,0,1
22,3,0,2,2.5,4,2,0,2,2,2,1,3,2,4,2,2,Own,0,1
45,3,0,1,3.0,4,3,4,3,1,2,1,2,1,2,4,2,Own,0,1
27,5,0,1,2.5,3,2,1,4,2,1,1,2,2,2,3,2,Own,0,1
31,2,2,1,2.5,3,2,2,2,2,1,1,1,2,2,2,2,Own,0,1
28,3,0,1,2.0,2,1,0,1,2,3,4,2,1,2,5,2,Own,0,1
45,8,0,1,2.0,2,2,1,3,1,1,1,1,1,2,2,2,Rent,0,1
26,2,0,1,1.0,2,2,0,2,2,2,1,2,1,1,1,2,Rent,1,0
25,5,1,1,1.0,2,1,0,2,4,1,1,4,1,3,2,3,Own,0,1
34,3,1,1,2.0,2,1,1,1,1,2,1,3,2,1,2,2,Rent,0,1
46,1,1,1,2.0,2,2,2,2,1,2,4,2,1,2,3,2,Rent,0,1
42,3,0,0,1.0,1,1,0,1,2,3,4,1,3,3,4,2,Rent,1,0
32,2,0,1,2.0,3,2,3,3,2,1,1,1,2,2,2,3,Own,0,1
30,2,1,1,2.0,2,2,0,1,1,2,4,3,2,1,2,2,Rent,0,1
30,2,1,2,1.5,3,0,0,1,1,4,1,2,4,3,2,2,Own,0,1
37,2,2,1,2.0,4,3,1,3,2,3,1,2,1,2,2,2,Own,0,1
35,2,0,1,2.5,4,2,3,2,2,1,1,3,2,1,1,2,Own,0,1
38,2,0,1,2.0,3,2,2,1,3,1,1,3,2,2,2,3,Own,0,1
24,2,2,1,2.0,2,2,0,3,2,2,1,3,2,1,2,2,Rent,0,1
22,3,1,2,2.0,2,1,0,1,2,2,1,1,1,1,2,2,Own,0,1
31,2,2,1,3.0,5,2,1,2,2,1,1,1,4,2,1,2,Own,0,1
33,3,1,1,2.5,4,3,2,2,1,2,1,3,2,1,2,3,Own,1,0
26,2,4,2,1.5,1,1,0,1,2,2,1,3,2,1,5,4,Rent,0,1
25,3,1,2,2.0,3,1,0,2,1,2,1,3,2,3,3,2,Own,1,0
51,2,2,1,2.5,3,3,0,2,1,2,1,1,1,1,3,2,Own,0,1
57,2,1,1,2.0,3,2,3,4,2,2,1,3,2,1,2,2,Own,0,1
23,3,1,2,2.0,2,1,0,0,1,3,1,2,1,1,5,4,Rent,0,1
37,2,1,1,2.5,4,2,1,5,1,1,1,1,1,2,2,2,Own,0,1
33,2,0,1,2.5,3,2,2,1,2,1,1,2,1,1,2,2,Own,0,1
29,2,0,1,2.0,3,1,2,2,1,1,1,3,2,2,2,2,Rent,0,1
36,3,0,2,1.0,1,1,0,1,1,1,1,1,2,1,2,2,Rent,0,1
45,2,1,1,2.0,3,2,1,3,2,2,1,5,4,2,2,3,Own,0,1
27,2,2,1,1.0,3,1,2,1,2,2,1,3,2,1,4,1,Own,0,1
29,3,2,1,1.0,2,1,0,1,2,2,4,2,1,2,4,3,Rent,0,1
30,3,1,1,2.5,3,2,0,2,2,3,1,3,2,1,4,1,Own,1,0
31,2,0,1,2.5,3,2,0,2,2,4,1,3,4,3,1,2,Own,1,0
24,3,0,2,1.0,1,1,0,1,2,4,1,1,4,2,4,1,Rent,0,1
29,2,0,2,2.0,3,1,0,1,2,3,4,1,1,1,1,2,Rent,0,1
31,3,2,1,2.0,2,0,0,1,2,3,1,2,1,2,2,2,Own,0,1
23,2,5,2,2.0,2,1,0,2,1,2,1,1,1,1,3,2,Rent,0,1
33,5,1,1,3.0,4,2,2,2,2,2,1,1,2,2,4,2,Own,0,1
32,3,1,1,2.5,3,2,0,2,1,1,1,1,1,3,2,2,Own,1,0
30,3,1,1,1.0,2,1,0,1,2,3,1,3,2,3,3,2,Rent,0,1
28,3,0,1,2.0,2,1,0,1,2,2,1,3,2,1,2,2,Rent,0,1
54,2,2,1,2.5,4,3,2,1,2,2,4,2,2,2,2,3,Own,0,1
26,5,0,1,1.0,2,2,2,2,1,2,4,2,1,2,1,2,Rent,0,1
29,1,4,2,2.0,2,1,0,0,2,3,1,2,1,2,5,4,Own,0,1
35,3,2,3,1.0,1,0,0,3,1,1,1,2,2,3,4,4,Rent,1,0
35,3,1,1,2.0,3,2,0,3,2,1,1,2,2,1,2,2,Own,1,0
20,5,2,2,1.0,1,1,0,1,2,1,1,3,2,1,1,3,Rent,0,1
34,3,1,1,2.5,3,1,2,1,1,1,1,2,2,1,3,2,Own,0,1
27,2,1,1,1.0,2,2,0,1,2,2,1,2,1,1,4,2,Own,0,1
35,5,1,1,2.0,4,2,1,2,2,1,1,2,2,1,2,2,Own,0,1
28,2,0,1,2.5,3,2,0,2,2,1,1,3,2,1,4,2,Own,0,1
23,2,0,2,1.0,1,2,0,1,1,2,1,2,2,1,1,2,Rent,0,1
50,3,2,1,1.0,1,0,0,2,2,2,4,1,3,2,2,2,Rent,1,0
32,2,2,1,2.0,3,1,1,1,1,3,1,3,2,3,3,2,Rent,0,1
